Store,Product,Date,Sales,Promo,Sales_Lag_1,Sales_Lag_7,Rolling_Mean_7,DayOfWeek,Month
Store_1,Product_D,2023-04-08,56,0,46.0,46.0,45.285714285714285,5,4
Store_1,Product_D,2023-04-09,47,0,56.0,56.0,46.714285714285715,6,4
Store_1,Product_D,2023-04-10,34,0,47.0,36.0,45.42857142857143,0,4
Store_1,Product_D,2023-04-11,41,0,34.0,38.0,45.142857142857146,1,4
Store_1,Product_D,2023-04-12,42,1,41.0,41.0,45.57142857142857,2,4
Store_1,Product_D,2023-04-13,33,0,42.0,54.0,45.714285714285715,3,4
Store_1,Product_D,2023-04-14,56,1,33.0,46.0,42.714285714285715,4,4
Store_1,Product_D,2023-04-15,48,0,56.0,56.0,44.142857142857146,5,4
Store_1,Product_D,2023-04-16,47,0,48.0,47.0,43.0,6,4
Store_1,Product_D,2023-04-17,46,0,47.0,34.0,43.0,0,4
Store_1,Product_D,2023-04-18,40,0,46.0,41.0,44.714285714285715,1,4
Store_1,Product_D,2023-04-19,38,0,40.0,42.0,44.57142857142857,2,4
Store_1,Product_D,2023-04-20,37,0,38.0,33.0,44.0,3,4
Store_1,Product_D,2023-04-21,35,0,37.0,56.0,44.57142857142857,4,4
Store_1,Product_D,2023-04-22,62,1,35.0,48.0,41.57142857142857,5,4
Store_1,Product_D,2023-04-23,44,0,62.0,47.0,43.57142857142857,6,4
Store_1,Product_D,2023-04-24,31,0,44.0,46.0,43.142857142857146,0,4
Store_1,Product_D,2023-04-25,38,0,31.0,40.0,41.0,1,4
Store_1,Product_D,2023-04-26,49,1,38.0,38.0,40.714285714285715,2,4
Store_1,Product_D,2023-04-27,43,0,49.0,37.0,42.285714285714285,3,4
Store_1,Product_D,2023-04-28,26,0,43.0,35.0,43.142857142857146,4,4
Store_1,Product_D,2023-04-29,48,0,26.0,62.0,41.857142857142854,5,4
Store_1,Product_D,2023-04-30,45,0,48.0,44.0,39.857142857142854,6,4
Store_1,Product_D,2023-05-01,64,1,45.0,31.0,40.0,0,5
Store_1,Product_D,2023-05-02,30,0,64.0,38.0,44.714285714285715,1,5
Store_1,Product_D,2023-05-03,50,1,30.0,49.0,43.57142857142857,2,5
Store_1,Product_D,2023-05-04,35,0,50.0,43.0,43.714285714285715,3,5
Store_1,Product_D,2023-05-05,35,0,35.0,26.0,42.57142857142857,4,5
Store_1,Product_D,2023-05-06,48,0,35.0,48.0,43.857142857142854,5,5
Store_1,Product_D,2023-05-07,49,0,48.0,45.0,43.857142857142854,6,5
Store_1,Product_D,2023-05-08,52,1,49.0,64.0,44.42857142857143,0,5
Store_1,Product_D,2023-05-09,37,0,52.0,30.0,42.714285714285715,1,5
Store_1,Product_D,2023-05-10,40,0,37.0,50.0,43.714285714285715,2,5
Store_1,Product_D,2023-05-11,40,0,40.0,35.0,42.285714285714285,3,5
Store_1,Product_D,2023-05-12,59,1,40.0,35.0,43.0,4,5
Store_1,Product_D,2023-05-13,44,0,59.0,48.0,46.42857142857143,5,5
Store_1,Product_D,2023-05-14,61,1,44.0,49.0,45.857142857142854,6,5
Store_1,Product_D,2023-05-15,43,0,61.0,52.0,47.57142857142857,0,5
Store_1,Product_D,2023-05-16,55,1,43.0,37.0,46.285714285714285,1,5
Store_1,Product_D,2023-05-17,27,0,55.0,40.0,48.857142857142854,2,5
Store_1,Product_D,2023-05-18,35,0,27.0,40.0,47.0,3,5
Store_1,Product_D,2023-05-19,52,1,35.0,59.0,46.285714285714285,4,5
Store_1,Product_D,2023-05-20,41,0,52.0,44.0,45.285714285714285,5,5
Store_1,Product_D,2023-05-21,53,1,41.0,61.0,44.857142857142854,6,5
Store_1,Product_D,2023-05-22,37,0,53.0,43.0,43.714285714285715,0,5
Store_1,Product_D,2023-05-23,41,0,37.0,55.0,42.857142857142854,1,5
Store_1,Product_D,2023-05-24,34,0,41.0,27.0,40.857142857142854,2,5
Store_1,Product_D,2023-05-25,39,0,34.0,35.0,41.857142857142854,3,5
Store_1,Product_D,2023-05-26,29,0,39.0,52.0,42.42857142857143,4,5
Store_1,Product_D,2023-05-27,56,1,29.0,41.0,39.142857142857146,5,5
Store_1,Product_D,2023-05-28,51,0,56.0,53.0,41.285714285714285,6,5
Store_1,Product_D,2023-05-29,36,1,51.0,37.0,41.0,0,5
Store_1,Product_D,2023-05-30,40,0,36.0,41.0,40.857142857142854,1,5
Store_1,Product_D,2023-05-31,53,1,40.0,34.0,40.714285714285715,2,5
Store_1,Product_D,2023-06-01,40,0,53.0,39.0,43.42857142857143,3,6
Store_1,Product_D,2023-06-02,33,0,40.0,29.0,43.57142857142857,4,6
Store_1,Product_D,2023-06-03,48,0,33.0,56.0,44.142857142857146,5,6
Store_1,Product_D,2023-06-04,54,0,48.0,51.0,43.0,6,6
Store_1,Product_D,2023-06-05,37,0,54.0,36.0,43.42857142857143,0,6
Store_1,Product_D,2023-06-06,50,1,37.0,40.0,43.57142857142857,1,6
Store_1,Product_D,2023-06-07,36,0,50.0,53.0,45.0,2,6
Store_1,Product_D,2023-06-08,56,1,36.0,40.0,42.57142857142857,3,6
Store_1,Product_D,2023-06-09,38,0,56.0,33.0,44.857142857142854,4,6
Store_1,Product_D,2023-06-10,50,0,38.0,48.0,45.57142857142857,5,6
Store_1,Product_D,2023-06-11,49,0,50.0,54.0,45.857142857142854,6,6
Store_1,Product_D,2023-06-12,29,0,49.0,37.0,45.142857142857146,0,6
Store_1,Product_D,2023-06-13,40,1,29.0,50.0,44.0,1,6
Store_1,Product_D,2023-06-14,33,0,40.0,36.0,42.57142857142857,2,6
Store_1,Product_D,2023-06-15,45,1,33.0,56.0,42.142857142857146,3,6
Store_1,Product_D,2023-06-16,44,0,45.0,38.0,40.57142857142857,4,6
Store_1,Product_D,2023-06-17,42,0,44.0,50.0,41.42857142857143,5,6
Store_1,Product_D,2023-06-18,58,1,42.0,49.0,40.285714285714285,6,6
Store_1,Product_D,2023-06-19,42,0,58.0,29.0,41.57142857142857,0,6
Store_1,Product_D,2023-06-20,26,0,42.0,40.0,43.42857142857143,1,6
Store_1,Product_D,2023-06-21,37,0,26.0,33.0,41.42857142857143,2,6
Store_1,Product_D,2023-06-22,35,0,37.0,45.0,42.0,3,6
Store_1,Product_D,2023-06-23,42,0,35.0,44.0,40.57142857142857,4,6
Store_1,Product_D,2023-06-24,44,0,42.0,42.0,40.285714285714285,5,6
Store_1,Product_D,2023-06-25,51,0,44.0,58.0,40.57142857142857,6,6
Store_1,Product_D,2023-06-26,33,0,51.0,42.0,39.57142857142857,0,6
Store_1,Product_D,2023-06-27,53,1,33.0,26.0,38.285714285714285,1,6
Store_1,Product_D,2023-06-28,58,1,53.0,37.0,42.142857142857146,2,6
Store_1,Product_D,2023-06-29,33,0,58.0,35.0,45.142857142857146,3,6
Store_1,Product_D,2023-06-30,33,0,33.0,42.0,44.857142857142854,4,6
Store_1,Product_D,2023-07-01,49,0,33.0,44.0,43.57142857142857,5,7
Store_1,Product_D,2023-07-02,41,0,49.0,51.0,44.285714285714285,6,7
Store_1,Product_D,2023-07-03,31,0,41.0,33.0,42.857142857142854,0,7
Store_1,Product_D,2023-07-04,29,0,31.0,53.0,42.57142857142857,1,7
Store_1,Product_D,2023-07-05,38,0,29.0,58.0,39.142857142857146,2,7
Store_1,Product_D,2023-07-06,29,0,38.0,33.0,36.285714285714285,3,7
Store_1,Product_D,2023-07-07,34,1,29.0,33.0,35.714285714285715,4,7
Store_1,Product_D,2023-07-08,44,0,34.0,49.0,35.857142857142854,5,7
Store_1,Product_D,2023-07-09,46,0,44.0,41.0,35.142857142857146,6,7
Store_1,Product_D,2023-07-10,32,0,46.0,31.0,35.857142857142854,0,7
Store_1,Product_D,2023-07-11,31,0,32.0,29.0,36.0,1,7
Store_1,Product_D,2023-07-12,37,0,31.0,38.0,36.285714285714285,2,7
Store_1,Product_D,2023-07-13,36,0,37.0,29.0,36.142857142857146,3,7
Store_1,Product_D,2023-07-14,50,1,36.0,34.0,37.142857142857146,4,7
Store_1,Product_D,2023-07-15,44,0,50.0,44.0,39.42857142857143,5,7
Store_1,Product_D,2023-07-16,45,0,44.0,46.0,39.42857142857143,6,7
Store_1,Product_D,2023-07-17,41,0,45.0,32.0,39.285714285714285,0,7
Store_1,Product_D,2023-07-18,32,0,41.0,31.0,40.57142857142857,1,7
Store_1,Product_D,2023-07-19,41,0,32.0,37.0,40.714285714285715,2,7
Store_1,Product_D,2023-07-20,43,0,41.0,36.0,41.285714285714285,3,7
Store_1,Product_D,2023-07-21,37,0,43.0,50.0,42.285714285714285,4,7
Store_1,Product_D,2023-07-22,35,0,37.0,44.0,40.42857142857143,5,7
Store_1,Product_D,2023-07-23,43,0,35.0,45.0,39.142857142857146,6,7
Store_1,Product_D,2023-07-24,39,0,43.0,41.0,38.857142857142854,0,7
Store_1,Product_D,2023-07-25,38,0,39.0,32.0,38.57142857142857,1,7
Store_1,Product_D,2023-07-26,52,0,38.0,41.0,39.42857142857143,2,7
Store_1,Product_D,2023-07-27,26,0,52.0,43.0,41.0,3,7
Store_1,Product_D,2023-07-28,44,0,26.0,37.0,38.57142857142857,4,7
Store_1,Product_D,2023-07-29,62,1,44.0,35.0,39.57142857142857,5,7
Store_1,Product_D,2023-07-30,44,0,62.0,43.0,43.42857142857143,6,7
Store_1,Product_D,2023-07-31,39,1,44.0,39.0,43.57142857142857,0,7
Store_1,Product_D,2023-08-01,43,0,39.0,38.0,43.57142857142857,1,8
Store_1,Product_D,2023-08-02,48,1,43.0,52.0,44.285714285714285,2,8
Store_1,Product_D,2023-08-03,46,1,48.0,26.0,43.714285714285715,3,8
Store_1,Product_D,2023-08-04,38,0,46.0,44.0,46.57142857142857,4,8
Store_1,Product_D,2023-08-05,46,0,38.0,62.0,45.714285714285715,5,8
Store_1,Product_D,2023-08-06,39,0,46.0,44.0,43.42857142857143,6,8
Store_1,Product_D,2023-08-07,46,1,39.0,39.0,42.714285714285715,0,8
Store_1,Product_D,2023-08-08,43,0,46.0,43.0,43.714285714285715,1,8
Store_1,Product_D,2023-08-09,37,0,43.0,48.0,43.714285714285715,2,8
Store_1,Product_D,2023-08-10,34,0,37.0,46.0,42.142857142857146,3,8
Store_1,Product_D,2023-08-11,36,0,34.0,38.0,40.42857142857143,4,8
Store_1,Product_D,2023-08-12,46,0,36.0,46.0,40.142857142857146,5,8
Store_1,Product_D,2023-08-13,45,0,46.0,39.0,40.142857142857146,6,8
Store_1,Product_D,2023-08-14,39,0,45.0,46.0,41.0,0,8
Store_1,Product_D,2023-08-15,36,0,39.0,43.0,40.0,1,8
Store_1,Product_D,2023-08-16,49,1,36.0,37.0,39.0,2,8
Store_1,Product_D,2023-08-17,36,0,49.0,34.0,40.714285714285715,3,8
Store_1,Product_D,2023-08-18,39,0,36.0,36.0,41.0,4,8
Store_1,Product_D,2023-08-19,45,0,39.0,46.0,41.42857142857143,5,8
Store_1,Product_D,2023-08-20,38,0,45.0,45.0,41.285714285714285,6,8
Store_1,Product_D,2023-08-21,39,0,38.0,39.0,40.285714285714285,0,8
Store_1,Product_D,2023-08-22,39,0,39.0,36.0,40.285714285714285,1,8
Store_1,Product_D,2023-08-23,50,0,39.0,49.0,40.714285714285715,2,8
Store_1,Product_D,2023-08-24,47,0,50.0,36.0,40.857142857142854,3,8
Store_1,Product_D,2023-08-25,40,0,47.0,39.0,42.42857142857143,4,8
Store_1,Product_D,2023-08-26,45,0,40.0,45.0,42.57142857142857,5,8
Store_1,Product_D,2023-08-27,41,0,45.0,38.0,42.57142857142857,6,8
Store_1,Product_D,2023-08-28,38,0,41.0,39.0,43.0,0,8
Store_1,Product_D,2023-08-29,33,0,38.0,39.0,42.857142857142854,1,8
Store_1,Product_D,2023-08-30,43,0,33.0,50.0,42.0,2,8
Store_1,Product_D,2023-08-31,27,0,43.0,47.0,41.0,3,8
Store_1,Product_D,2023-09-01,41,0,27.0,40.0,38.142857142857146,4,9
Store_1,Product_D,2023-09-02,58,0,41.0,45.0,38.285714285714285,5,9
Store_1,Product_D,2023-09-03,56,0,58.0,41.0,40.142857142857146,6,9
Store_1,Product_D,2023-09-04,43,1,56.0,38.0,42.285714285714285,0,9
Store_1,Product_D,2023-09-05,30,0,43.0,33.0,43.0,1,9
Store_1,Product_D,2023-09-06,45,0,30.0,43.0,42.57142857142857,2,9
Store_1,Product_D,2023-09-07,41,0,45.0,27.0,42.857142857142854,3,9
Store_1,Product_D,2023-09-08,48,1,41.0,41.0,44.857142857142854,4,9
Store_1,Product_D,2023-09-09,49,0,48.0,58.0,45.857142857142854,5,9
Store_1,Product_D,2023-09-10,41,0,49.0,56.0,44.57142857142857,6,9
Store_1,Product_D,2023-09-11,41,0,41.0,43.0,42.42857142857143,0,9
Store_1,Product_D,2023-09-12,32,0,41.0,30.0,42.142857142857146,1,9
Store_1,Product_D,2023-09-13,41,0,32.0,45.0,42.42857142857143,2,9
Store_1,Product_D,2023-09-14,47,1,41.0,41.0,41.857142857142854,3,9
Store_1,Product_D,2023-09-15,39,0,47.0,48.0,42.714285714285715,4,9
Store_1,Product_D,2023-09-16,47,0,39.0,49.0,41.42857142857143,5,9
Store_1,Product_D,2023-09-17,55,0,47.0,41.0,41.142857142857146,6,9
Store_1,Product_D,2023-09-18,40,0,55.0,41.0,43.142857142857146,0,9
Store_1,Product_D,2023-09-19,43,0,40.0,32.0,43.0,1,9
Store_1,Product_D,2023-09-20,52,1,43.0,41.0,44.57142857142857,2,9
Store_1,Product_D,2023-09-21,37,0,52.0,47.0,46.142857142857146,3,9
Store_1,Product_D,2023-09-22,36,0,37.0,39.0,44.714285714285715,4,9
Store_1,Product_D,2023-09-23,44,0,36.0,47.0,44.285714285714285,5,9
Store_1,Product_D,2023-09-24,49,0,44.0,55.0,43.857142857142854,6,9
Store_1,Product_D,2023-09-25,45,0,49.0,40.0,43.0,0,9
Store_1,Product_D,2023-09-26,46,0,45.0,43.0,43.714285714285715,1,9
Store_1,Product_D,2023-09-27,36,0,46.0,52.0,44.142857142857146,2,9
Store_1,Product_D,2023-09-28,42,0,36.0,37.0,41.857142857142854,3,9
Store_1,Product_D,2023-09-29,35,0,42.0,36.0,42.57142857142857,4,9
Store_1,Product_D,2023-09-30,52,0,35.0,44.0,42.42857142857143,5,9
Store_1,Product_D,2023-10-01,43,0,52.0,49.0,43.57142857142857,6,10
Store_1,Product_D,2023-10-02,45,0,43.0,45.0,42.714285714285715,0,10
Store_1,Product_D,2023-10-03,54,1,45.0,46.0,42.714285714285715,1,10
Store_1,Product_D,2023-10-04,46,1,54.0,36.0,43.857142857142854,2,10
Store_1,Product_D,2023-10-05,42,0,46.0,42.0,45.285714285714285,3,10
Store_1,Product_D,2023-10-06,47,1,42.0,35.0,45.285714285714285,4,10
Store_1,Product_D,2023-10-07,61,0,47.0,52.0,47.0,5,10
Store_1,Product_D,2023-10-08,45,0,61.0,43.0,48.285714285714285,6,10
Store_1,Product_D,2023-10-09,38,0,45.0,45.0,48.57142857142857,0,10
Store_1,Product_D,2023-10-10,24,0,38.0,54.0,47.57142857142857,1,10
Store_1,Product_D,2023-10-11,39,0,24.0,46.0,43.285714285714285,2,10
Store_1,Product_D,2023-10-12,31,0,39.0,42.0,42.285714285714285,3,10
Store_1,Product_D,2023-10-13,42,0,31.0,47.0,40.714285714285715,4,10
Store_1,Product_D,2023-10-14,40,0,42.0,61.0,40.0,5,10
Store_1,Product_D,2023-10-15,68,1,40.0,45.0,37.0,6,10
Store_1,Product_D,2023-10-16,38,0,68.0,38.0,40.285714285714285,0,10
Store_1,Product_D,2023-10-17,42,0,38.0,24.0,40.285714285714285,1,10
Store_1,Product_D,2023-10-18,52,1,42.0,39.0,42.857142857142854,2,10
Store_1,Product_D,2023-10-19,47,0,52.0,31.0,44.714285714285715,3,10
Store_1,Product_D,2023-10-20,28,0,47.0,42.0,47.0,4,10
Store_1,Product_D,2023-10-21,56,1,28.0,40.0,45.0,5,10
Store_1,Product_D,2023-10-22,48,0,56.0,68.0,47.285714285714285,6,10
Store_1,Product_D,2023-10-23,31,0,48.0,38.0,44.42857142857143,0,10
Store_1,Product_D,2023-10-24,45,0,31.0,42.0,43.42857142857143,1,10
Store_1,Product_D,2023-10-25,41,0,45.0,52.0,43.857142857142854,2,10
Store_1,Product_D,2023-10-26,47,1,41.0,47.0,42.285714285714285,3,10
Store_1,Product_D,2023-10-27,39,0,47.0,28.0,42.285714285714285,4,10
Store_1,Product_D,2023-10-28,45,1,39.0,56.0,43.857142857142854,5,10
Store_1,Product_D,2023-10-29,43,0,45.0,48.0,42.285714285714285,6,10
Store_1,Product_D,2023-10-30,27,0,43.0,31.0,41.57142857142857,0,10
Store_1,Product_D,2023-10-31,36,0,27.0,45.0,41.0,1,10
Store_1,Product_D,2023-11-01,28,0,36.0,41.0,39.714285714285715,2,11
Store_1,Product_D,2023-11-02,36,0,28.0,47.0,37.857142857142854,3,11
Store_1,Product_D,2023-11-03,25,0,36.0,39.0,36.285714285714285,4,11
Store_1,Product_D,2023-11-04,46,0,25.0,45.0,34.285714285714285,5,11
Store_1,Product_D,2023-11-05,51,0,46.0,43.0,34.42857142857143,6,11
Store_1,Product_D,2023-11-06,27,0,51.0,27.0,35.57142857142857,0,11
Store_1,Product_D,2023-11-07,40,0,27.0,36.0,35.57142857142857,1,11
Store_1,Product_D,2023-11-08,43,0,40.0,28.0,36.142857142857146,2,11
Store_1,Product_D,2023-11-09,47,0,43.0,36.0,38.285714285714285,3,11
Store_1,Product_D,2023-11-10,33,0,47.0,25.0,39.857142857142854,4,11
Store_1,Product_D,2023-11-11,43,0,33.0,46.0,41.0,5,11
Store_1,Product_D,2023-11-12,51,0,43.0,51.0,40.57142857142857,6,11
Store_1,Product_D,2023-11-13,44,1,51.0,27.0,40.57142857142857,0,11
Store_1,Product_D,2023-11-14,59,1,44.0,40.0,43.0,1,11
Store_1,Product_D,2023-11-15,35,0,59.0,43.0,45.714285714285715,2,11
Store_1,Product_D,2023-11-16,45,0,35.0,47.0,44.57142857142857,3,11
Store_1,Product_D,2023-11-17,35,0,45.0,33.0,44.285714285714285,4,11
Store_1,Product_D,2023-11-18,56,0,35.0,43.0,44.57142857142857,5,11
Store_1,Product_D,2023-11-19,68,1,56.0,51.0,46.42857142857143,6,11
Store_1,Product_D,2023-11-20,49,1,68.0,44.0,48.857142857142854,0,11
Store_1,Product_D,2023-11-21,47,0,49.0,59.0,49.57142857142857,1,11
Store_1,Product_D,2023-11-22,38,0,47.0,35.0,47.857142857142854,2,11
Store_1,Product_D,2023-11-23,39,0,38.0,45.0,48.285714285714285,3,11
Store_1,Product_D,2023-11-24,56,1,39.0,35.0,47.42857142857143,4,11
Store_1,Product_D,2023-11-25,49,0,56.0,56.0,50.42857142857143,5,11
Store_1,Product_D,2023-11-26,50,0,49.0,68.0,49.42857142857143,6,11
Store_1,Product_D,2023-11-27,39,0,50.0,49.0,46.857142857142854,0,11
Store_1,Product_D,2023-11-28,36,0,39.0,47.0,45.42857142857143,1,11
Store_1,Product_D,2023-11-29,51,1,36.0,38.0,43.857142857142854,2,11
Store_1,Product_D,2023-11-30,42,0,51.0,39.0,45.714285714285715,3,11
Store_1,Product_D,2023-12-01,43,0,42.0,56.0,46.142857142857146,4,12
Store_1,Product_D,2023-12-02,44,0,43.0,49.0,44.285714285714285,5,12
Store_1,Product_D,2023-12-03,47,0,44.0,50.0,43.57142857142857,6,12
Store_1,Product_D,2023-12-04,56,1,47.0,39.0,43.142857142857146,0,12
Store_1,Product_D,2023-12-05,53,0,56.0,36.0,45.57142857142857,1,12
Store_1,Product_D,2023-12-06,36,0,53.0,51.0,48.0,2,12
Store_1,Product_D,2023-12-07,37,0,36.0,42.0,45.857142857142854,3,12
Store_1,Product_D,2023-12-08,31,0,37.0,43.0,45.142857142857146,4,12
Store_1,Product_D,2023-12-09,58,1,31.0,44.0,43.42857142857143,5,12
Store_1,Product_D,2023-12-10,47,0,58.0,47.0,45.42857142857143,6,12
Store_1,Product_D,2023-12-11,38,0,47.0,56.0,45.42857142857143,0,12
Store_1,Product_D,2023-12-12,34,0,38.0,53.0,42.857142857142854,1,12
Store_1,Product_D,2023-12-13,37,0,34.0,36.0,40.142857142857146,2,12
Store_1,Product_D,2023-12-14,33,0,37.0,37.0,40.285714285714285,3,12
Store_1,Product_D,2023-12-15,45,0,33.0,31.0,39.714285714285715,4,12
Store_1,Product_D,2023-12-16,48,0,45.0,58.0,41.714285714285715,5,12
Store_1,Product_D,2023-12-17,57,1,48.0,47.0,40.285714285714285,6,12
Store_1,Product_D,2023-12-18,36,0,57.0,38.0,41.714285714285715,0,12
Store_1,Product_D,2023-12-19,43,0,36.0,34.0,41.42857142857143,1,12
Store_1,Product_D,2023-12-20,29,0,43.0,37.0,42.714285714285715,2,12
Store_1,Product_D,2023-12-21,47,0,29.0,33.0,41.57142857142857,3,12
Store_1,Product_D,2023-12-22,44,0,47.0,45.0,43.57142857142857,4,12
Store_1,Product_D,2023-12-23,39,0,44.0,48.0,43.42857142857143,5,12
Store_1,Product_D,2023-12-24,48,0,39.0,57.0,42.142857142857146,6,12
Store_1,Product_D,2023-12-25,33,0,48.0,36.0,40.857142857142854,0,12
Store_1,Product_D,2023-12-26,32,0,33.0,43.0,40.42857142857143,1,12
Store_1,Product_D,2023-12-27,29,0,32.0,29.0,38.857142857142854,2,12
Store_1,Product_D,2023-12-28,31,0,29.0,47.0,38.857142857142854,3,12
Store_1,Product_D,2023-12-29,62,1,31.0,44.0,36.57142857142857,4,12
Store_1,Product_D,2023-12-30,53,0,62.0,39.0,39.142857142857146,5,12
Store_1,Product_D,2023-12-31,46,0,53.0,48.0,41.142857142857146,6,12
Store_2,Product_A,2023-01-01,31,0,,,,6,1
Store_2,Product_A,2023-01-02,26,0,31.0,,,0,1
Store_2,Product_A,2023-01-03,36,1,26.0,,,1,1
Store_2,Product_A,2023-01-04,22,0,36.0,,,2,1
Store_2,Product_A,2023-01-05,33,1,22.0,,,3,1
Store_2,Product_A,2023-01-06,37,0,33.0,,,4,1
Store_2,Product_A,2023-01-07,32,0,37.0,,,5,1
Store_2,Product_A,2023-01-08,40,0,32.0,31.0,31.0,6,1
Store_2,Product_A,2023-01-09,30,0,40.0,26.0,32.285714285714285,0,1
Store_2,Product_A,2023-01-10,32,0,30.0,36.0,32.857142857142854,1,1
Store_2,Product_A,2023-01-11,32,0,32.0,22.0,32.285714285714285,2,1
Store_2,Product_A,2023-01-12,25,0,32.0,33.0,33.714285714285715,3,1
Store_2,Product_A,2023-01-13,44,1,25.0,37.0,32.57142857142857,4,1
Store_2,Product_A,2023-01-14,29,0,44.0,32.0,33.57142857142857,5,1
Store_2,Product_A,2023-01-15,32,0,29.0,40.0,33.142857142857146,6,1
Store_2,Product_A,2023-01-16,32,0,32.0,30.0,32.0,0,1
Store_2,Product_A,2023-01-17,24,0,32.0,32.0,32.285714285714285,1,1
Store_2,Product_A,2023-01-18,20,0,24.0,32.0,31.142857142857142,2,1
Store_2,Product_A,2023-01-19,31,0,20.0,25.0,29.428571428571427,3,1
Store_2,Product_A,2023-01-20,22,0,31.0,44.0,30.285714285714285,4,1
Store_2,Product_A,2023-01-21,51,1,22.0,29.0,27.142857142857142,5,1
Store_2,Product_A,2023-01-22,34,0,51.0,32.0,30.285714285714285,6,1
Store_2,Product_A,2023-01-23,31,0,34.0,32.0,30.571428571428573,0,1
Store_2,Product_A,2023-01-24,31,0,31.0,24.0,30.428571428571427,1,1
Store_2,Product_A,2023-01-25,43,1,31.0,20.0,31.428571428571427,2,1
Store_2,Product_A,2023-01-26,42,1,43.0,31.0,34.714285714285715,3,1
Store_2,Product_A,2023-01-27,24,0,42.0,22.0,36.285714285714285,4,1
Store_2,Product_A,2023-01-28,34,0,24.0,51.0,36.57142857142857,5,1
Store_2,Product_A,2023-01-29,37,0,34.0,34.0,34.142857142857146,6,1
Store_2,Product_A,2023-01-30,37,0,37.0,31.0,34.57142857142857,0,1
Store_2,Product_A,2023-01-31,33,0,37.0,31.0,35.42857142857143,1,1
Store_2,Product_A,2023-02-01,36,0,33.0,43.0,35.714285714285715,2,2
Store_2,Product_A,2023-02-02,31,0,36.0,42.0,34.714285714285715,3,2
Store_2,Product_A,2023-02-03,35,0,31.0,24.0,33.142857142857146,4,2
Store_2,Product_A,2023-02-04,37,0,35.0,34.0,34.714285714285715,5,2
Store_2,Product_A,2023-02-05,53,1,37.0,37.0,35.142857142857146,6,2
Store_2,Product_A,2023-02-06,28,0,53.0,37.0,37.42857142857143,0,2
Store_2,Product_A,2023-02-07,37,0,28.0,33.0,36.142857142857146,1,2
Store_2,Product_A,2023-02-08,42,1,37.0,36.0,36.714285714285715,2,2
Store_2,Product_A,2023-02-09,29,1,42.0,31.0,37.57142857142857,3,2
Store_2,Product_A,2023-02-10,31,0,29.0,35.0,37.285714285714285,4,2
Store_2,Product_A,2023-02-11,33,1,31.0,37.0,36.714285714285715,5,2
Store_2,Product_A,2023-02-12,39,0,33.0,53.0,36.142857142857146,6,2
Store_2,Product_A,2023-02-13,34,0,39.0,28.0,34.142857142857146,0,2
Store_2,Product_A,2023-02-14,39,0,34.0,37.0,35.0,1,2
Store_2,Product_A,2023-02-15,27,0,39.0,42.0,35.285714285714285,2,2
Store_2,Product_A,2023-02-16,39,0,27.0,29.0,33.142857142857146,3,2
Store_2,Product_A,2023-02-17,30,0,39.0,31.0,34.57142857142857,4,2
Store_2,Product_A,2023-02-18,32,0,30.0,33.0,34.42857142857143,5,2
Store_2,Product_A,2023-02-19,33,0,32.0,39.0,34.285714285714285,6,2
Store_2,Product_A,2023-02-20,32,0,33.0,34.0,33.42857142857143,0,2
Store_2,Product_A,2023-02-21,25,0,32.0,39.0,33.142857142857146,1,2
Store_2,Product_A,2023-02-22,28,0,25.0,27.0,31.142857142857142,2,2
Store_2,Product_A,2023-02-23,31,0,28.0,39.0,31.285714285714285,3,2
Store_2,Product_A,2023-02-24,49,1,31.0,30.0,30.142857142857142,4,2
Store_2,Product_A,2023-02-25,52,1,49.0,32.0,32.857142857142854,5,2
Store_2,Product_A,2023-02-26,36,0,52.0,33.0,35.714285714285715,6,2
Store_2,Product_A,2023-02-27,32,0,36.0,32.0,36.142857142857146,0,2
Store_2,Product_A,2023-02-28,31,0,32.0,25.0,36.142857142857146,1,2
Store_2,Product_A,2023-03-01,31,1,31.0,28.0,37.0,2,3
Store_2,Product_A,2023-03-02,38,0,31.0,31.0,37.42857142857143,3,3
Store_2,Product_A,2023-03-03,37,0,38.0,49.0,38.42857142857143,4,3
Store_2,Product_A,2023-03-04,35,0,37.0,52.0,36.714285714285715,5,3
Store_2,Product_A,2023-03-05,33,0,35.0,36.0,34.285714285714285,6,3
Store_2,Product_A,2023-03-06,31,1,33.0,32.0,33.857142857142854,0,3
Store_2,Product_A,2023-03-07,43,1,31.0,31.0,33.714285714285715,1,3
Store_2,Product_A,2023-03-08,33,0,43.0,31.0,35.42857142857143,2,3
Store_2,Product_A,2023-03-09,33,1,33.0,38.0,35.714285714285715,3,3
Store_2,Product_A,2023-03-10,40,1,33.0,37.0,35.0,4,3
Store_2,Product_A,2023-03-11,40,0,40.0,35.0,35.42857142857143,5,3
Store_2,Product_A,2023-03-12,43,1,40.0,33.0,36.142857142857146,6,3
Store_2,Product_A,2023-03-13,37,1,43.0,31.0,37.57142857142857,0,3
Store_2,Product_A,2023-03-14,28,0,37.0,43.0,38.42857142857143,1,3
Store_2,Product_A,2023-03-15,26,0,28.0,33.0,36.285714285714285,2,3
Store_2,Product_A,2023-03-16,29,0,26.0,33.0,35.285714285714285,3,3
Store_2,Product_A,2023-03-17,22,0,29.0,40.0,34.714285714285715,4,3
Store_2,Product_A,2023-03-18,45,1,22.0,40.0,32.142857142857146,5,3
